,names,url,ingredients
249,Easy Pork Afritada,https://panlasangpinoy.com/easy-pork-afritada/,3 pieces bay leaves
250,Easy Pork Afritada,https://panlasangpinoy.com/easy-pork-afritada/,1 piece red bell pepper
251,Easy Pork Afritada,https://panlasangpinoy.com/easy-pork-afritada/,1 piece green bell pepper
252,Easy Pork Afritada,https://panlasangpinoy.com/easy-pork-afritada/,5 cloves garlic chopped
253,Easy Pork Afritada,https://panlasangpinoy.com/easy-pork-afritada/,1 piece onion chopped
254,Easy Pork Afritada,https://panlasangpinoy.com/easy-pork-afritada/,1 1/2 cups water
255,Easy Pork Afritada,https://panlasangpinoy.com/easy-pork-afritada/,Salt and ground black pepper to taste
256,Easy Pork Afritada,https://panlasangpinoy.com/easy-pork-afritada/,3 tablespoons cooking oil
257,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,3 lbs. ground pork
258,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1 cup shrimp minced see notes
259,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,12 ml. Knorr Liquid Seasoning
260,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1⁄2 cup onion minced
261,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1⁄2 cup carrot minced
262,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1⁄4 cup green onion minced
263,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,4 tablespoons cornstarch
264,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1 piece egg
265,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,2 teaspoons sesame oil
266,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1⁄2 teaspoon salt
267,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1⁄4 teaspoon ground black pepper
268,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,50 pieces wonton wrapper
269,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,2 heads  garlic peeled
270,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1/4 lb Thai chili pepper
271,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1 pieces star anise
272,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,2 pieces bay leaves
273,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1 tablespoon white vinegar
274,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1 tablespoon brown sugar see notes
275,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1 teaspoon salt
276,Siomai (Pork and Shrimp) with Chili Garlic Oil,https://panlasangpinoy.com/siomai-pork-and-shrimp-with-chili-garlic-oil/,1 tablespoon oyster sauce see notes
277,Pork Chop Steak,https://panlasangpinoy.com/pork-chop-steak/,4 lbs. pork chop
278,Pork Chop Steak,https://panlasangpinoy.com/pork-chop-steak/,1 piece Knorr Pork Cube
279,Pork Chop Steak,https://panlasangpinoy.com/pork-chop-steak/,1⁄2 cup soy sauce
280,Pork Chop Steak,https://panlasangpinoy.com/pork-chop-steak/,1 piece lemon
281,Pork Chop Steak,https://panlasangpinoy.com/pork-chop-steak/,4 pieces yellow onions sliced into rings
282,Pork Chop Steak,https://panlasangpinoy.com/pork-chop-steak/,10 cloves garlic crushed and chopped
283,Pork Chop Steak,https://panlasangpinoy.com/pork-chop-steak/,1 teaspoon cornstarch
284,Pork Chop Steak,https://panlasangpinoy.com/pork-chop-steak/,2 cups water
285,Pork Chop Steak,https://panlasangpinoy.com/pork-chop-steak/,3 tablespoons cooking oil
286,Pork Chop Steak,https://panlasangpinoy.com/pork-chop-steak/,Ground black pepper to taste
287,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,48 ounces extra firm tofu diced
288,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,35 grams Knorr Cream of Mushroom
289,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,1 piece Knorr Chicken Cube
290,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,1⁄2 cup all-purpose cream
291,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,3⁄4 cup green peas
292,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,3⁄4 cup carrots diced
293,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,3⁄4 cups corn kernels
294,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,1 piece onion minced
295,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,3 cloves garlic minced
296,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,2 tablespoons roasted garlic optional
297,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,3 tablespoons butter
298,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,1 cup cooking oil
299,Creamy Tofu with Mixed Vegetables,https://panlasangpinoy.com/creamy-tofu-with-mixed-vegetables/,2 cups water
300,Egg Fried Rice,https://panlasangpinoy.com/egg-fried-rice/,4 eggs see note 1
301,Egg Fried Rice,https://panlasangpinoy.com/egg-fried-rice/,4 cups leftover rice see note 2
302,Egg Fried Rice,https://panlasangpinoy.com/egg-fried-rice/,1 onion chopped
303,Egg Fried Rice,https://panlasangpinoy.com/egg-fried-rice/,1/2 bell pepper chopped
304,Egg Fried Rice,https://panlasangpinoy.com/egg-fried-rice/,3 sweet peppers chopped
305,Egg Fried Rice,https://panlasangpinoy.com/egg-fried-rice/,2 tablespoons soy sauce
306,Egg Fried Rice,https://panlasangpinoy.com/egg-fried-rice/,1 teaspoon sesame oil
307,Egg Fried Rice,https://panlasangpinoy.com/egg-fried-rice/,3/4 cup green onion chopped
308,Egg Fried Rice,https://panlasangpinoy.com/egg-fried-rice/,1/4 teaspoon salt
309,Egg Fried Rice,https://panlasangpinoy.com/egg-fried-rice/,1/2 teaspoon sugar see note 3
310,Egg Fried Rice,https://panlasangpinoy.com/egg-fried-rice/,4 tablespoons cooking oil
311,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,3 lbs. pork ribs see note 1
312,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,1 piece Knorr Pork Cube
313,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,1 teaspoon Knorr Liquid Seasoning
314,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,1⁄2 cup cheddar cheese grated
315,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,1⁄4 cup liver spread see note 2
316,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,1 piece red bell pepper
317,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,1 piece green bell pepper
318,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,3⁄4 cup green peas
319,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,2 pieces potatoes diced
320,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,2 pieces carrots diced
321,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,8 ounces tomato sauce
322,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,2 tablespoons tomato paste
323,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,3 tablespoons soy sauce
324,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,4 cups water
325,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,1 piece onion chopped
326,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,4 cloves garlic minced
327,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,3 tablespoons cooking oil
328,Cheesy Pork Caldereta,https://panlasangpinoy.com/cheesy-pork-caldereta/,Salt and ground black pepper
